,flow,type,area,material,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
9,outflow,appartments,rural,steel,78.39877996,80.40487415,82.463858,84.5872408,86.77571302,89.03033393,91.35237818,93.74176465,96.19847982,98.72392912,101.3196439,103.9873051,106.7298965,109.5506025,112.451817,115.4361574,118.5064601,121.6647341,124.9132464,128.2554547,131.6950428,135.2359473,138.8847797,142.6485797,146.5327219,150.5429773,154.6854995,158.9681422,163.3993385,167.9869674,172.7393961,177.6654806,182.7724959,188.0684166,193.5637454,199.2694654,205.1970775,211.3291735,217.6490178,224.1663436,230.8904608,237.8306555,245.015037,252.4719345,260.2135169,268.2524821
10,outflow,appartments,rural,steel,16.06391179,16.53249891,17.00448195,17.4842216,17.97286271,18.47157653,18.98112553,19.50170114,20.03363076,20.57752469,21.13397721,21.70357535,22.28404844,22.87322069,23.4715015,24.07919749,24.6965412,25.32308272,25.95842394,26.60275794,27.25620805,27.91878528,28.58868626,29.26421341,29.94527087,30.63167337,31.32315476,32.01944296,32.72032876,33.42558247,34.13485387,34.84765073,35.561761,36.27503477,36.98679382,37.69621539,38.40227355,39.10044932,39.78676022,40.46068383,41.12161898,41.76894405,42.40222889,43.02105647,43.62485375,44.21305791
11,outflow,appartments,rural,steel,393.2740028,396.4650128,399.5578094,402.5448651,405.4187098,408.1719173,410.7971265,413.2872601,415.6361472,417.8379615,419.8870848,421.7781363,423.5059704,425.065633,426.4524539,427.6620782,428.6904792,429.5341946,430.1909427,430.6589562,430.9368191,431.0234854,430.9182901,430.6209698,430.1316562,429.4508761,428.579555,427.5191954,426.2723595,424.842136,423.2319925,421.445764,419.4876051,417.3618927,415.0733073,412.6268413,410.0277796,407.2817664,404.3950288,401.3740943,398.2256997,394.956769,391.5744407,388.0861815,384.4995987,380.8223708
12,outflow,appartments,rural,steel,50.30086927,50.68314214,51.06427191,51.44406079,51.822229,52.1984771,52.57250872,52.94409366,53.31309791,53.67933159,54.04258125,54.40261955,54.75911859,55.11159531,55.45964826,55.8028972,56.14096516,56.47354123,56.80042696,57.12136002,57.43605181,57.74420064,58.04542646,58.33922799,58.6251739,58.90286,59.17189474,59.43195642,59.68283744,59.92428816,60.15604528,60.37783823,60.58935687,60.7902329,60.9801367,61.1587554,61.32578518,61.48152242,61.62725869,61.76368946,61.89127973,62.01039103,62.12072945,62.22097474,62.31039124,62.38846595
13,outflow,appartments,rural,steel,41.67406671,42.35041116,43.03652905,43.73053804,44.43214529,45.14100498,45.85672776,46.57630022,47.29690491,48.01818234,48.73969132,49.46094864,50.17887114,50.89058679,51.59568454,52.29368314,52.98407205,53.66500829,54.33479375,54.99302651,55.63927088,56.27307966,56.8927867,57.49684355,58.084884,58.65651877,59.2113552,59.74840369,60.26677527,60.76620508,61.24642278,61.70716412,62.14683272,62.56398538,62.95850368,63.3302542,63.67910912,64.00607763,64.31207821,64.59695618,64.86059493,65.1028986,65.32250154,65.51818633,65.69000746,65.83800908
14,outflow,appartments,rural,steel,37.07899007,37.27095914,37.45273474,37.62593024,37.79200486,37.95193381,38.10704951,38.25958443,38.41059676,38.55972528,38.70614112,38.84897203,38.98698293,39.11888923,39.24414728,39.36209419,39.47198954,39.57323851,39.66522028,39.74715715,39.81830173,39.88168011,39.94012587,39.99345594,40.04186467,40.08541692,40.12413257,40.15808234,40.18741557,40.21226163,40.23264061,40.2484447,40.25879646,40.26285543,40.26043513,40.25130325,40.23516195,40.21241284,40.18349794,40.1482434,40.10649,40.05808591,40.00251233,39.93927487,39.86822864,39.78922536
15,outflow,appartments,rural,steel,45.09039437,45.79874975,46.50547747,47.2093723,47.91060568,48.60938159,49.30598391,50.00112866,50.69574184,51.39069629,52.08694327,52.78549985,53.48232455,54.17348361,54.85962199,55.54131492,56.2191309,56.89040107,57.55256884,58.20607398,58.85134644,59.48879211,60.11458692,60.72505568,61.32050394,61.90129866,62.46781452,63.01848399,63.55196518,64.06882146,64.56949078,65.05428589,65.51998547,65.9636047,66.38544253,66.78574052,67.16469097,67.53474381,67.90750847,68.28299454,68.6614715,69.04328582,69.41455167,69.76246101,70.08775272,70.39086807
16,outflow,appartments,rural,steel,91.43705282,91.82180505,92.20800275,92.59244959,92.97463602,93.35447638,93.73226022,94.1076335,94.47966996,94.84784443,95.21180582,95.5712096,95.92287751,96.26376097,96.5933984,96.91127208,97.21687292,97.50924148,97.78760462,98.05179931,98.30167627,98.53705303,98.75367942,98.94750528,99.11836915,99.26615414,99.39070544,99.49184036,99.56945664,99.62353837,99.65406515,99.66100687,99.64173656,99.59387302,99.51754406,99.41286521,99.27992616,99.12293255,98.94579661,98.7484975,98.53111769,98.2937794,98.03677432,97.76035563,97.46460623,97.14962062
17,outflow,appartments,rural,steel,303.9644208,311.1436539,318.5747047,326.2324228,334.0947731,342.1389872,350.3447115,358.6987291,367.1903302,375.8063705,384.5335805,393.3585255,402.2580135,411.2097917,420.2020592,429.2243812,438.2666804,447.3113829,456.3430979,465.355426,474.3421027,483.294449,492.1836156,500.9846174,509.6924341,518.3020468,526.8079673,535.2067599,543.4957438,551.6709858,559.7289243,567.6663166,575.461781,583.0952928,590.5646589,597.8688868,605.0067093,612.1038664,619.2776328,626.5246239,633.8441482,641.2363138,648.5756755,655.7450908,662.7458673,669.5768093
18,outflow,appartments,rural,steel,100.0800199,102.4851712,104.945641,107.4690883,110.0606195,112.7255854,115.4700763,118.2927069,121.1918428,124.1728174,127.2410444,130.4020545,133.6469304,136.9668965,140.3661535,143.848694,147.418436,151.0738703,154.81363,158.6412861,162.5604097,166.5751161,170.6803158,174.8705983,179.1488502,183.5178445,187.980292,192.5276793,197.1519299,201.8551778,206.6392031,211.5055479,216.4420603,221.4371156,226.4914479,231.6053515,236.7787975,242.0086816,247.2917136,252.6268378,258.012651,263.447393,268.9158352,274.4032782,279.9070354,285.4237776
19,outflow,appartments,rural,steel,46.66917594,47.15660219,47.63979693,48.11718755,48.58788593,49.05094198,49.50526409,49.95013398,50.38495972,50.80880645,51.22072417,51.61975857,52.0023086,52.36510687,52.7075751,53.02913182,53.32919164,53.60767629,53.8645917,54.09958653,54.31233912,54.50248713,54.66784593,54.80651691,54.91844268,55.00355808,55.06181648,55.09421047,55.1017276,55.08446071,55.04254625,54.97615048,54.88424946,54.76598952,54.62174989,54.45191016,54.25684671,54.03980152,53.80378661,53.54907851,53.27602876,52.98502291,52.67524519,52.346033,51.99794286,51.63151592
20,outflow,appartments,rural,steel,7173.197075,7472.312332,7767.69777,8056.752991,8337.762914,8609.360073,8870.488827,9120.658441,9359.580958,9586.840935,9802.165962,10005.38832,10196.00096,10373.55463,10538.0593,10689.55827,10828.12466,10954.06414,11067.71229,11169.22795,11258.79255,11336.60688,11402.58455,11456.66163,11499.10057,11530.18029,11550.1952,11559.689,11559.22207,11549.1341,11529.77298,11501.49334,11464.43032,11418.72608,11364.75375,11302.88777,11233.50389,11157.01279,11073.82719,10984.32782,10888.89335,10787.89845,10681.75585,10570.87302,10455.60772,10336.31018
21,outflow,appartments,rural,steel,83.96190882,85.69136886,87.45441597,89.25471296,91.09366198,92.97257908,94.89231851,96.84725561,98.83153464,100.8445306,102.8854815,104.9533684,107.0387634,109.1325019,111.2333746,113.3404095,115.4525577,117.5630712,119.6656486,121.7593574,123.8428221,125.9150065,127.9695896,130.0002783,132.0061302,133.986223,135.9396195,137.8637499,139.7563812,141.6170624,143.4452757,145.2404056,146.9964635,148.7079171,150.3743628,151.9953295,153.5704402,155.1096689,156.6220583,158.106756,159.5631132,160.9905363,162.3716545,163.6903061,164.9462691,166.1390041
22,outflow,appartments,rural,steel,121.9063189,123.8067081,125.7406601,127.7150373,129.7347947,131.8043557,133.927063,136.0976516,138.3111877,140.5698471,142.8755126,145.2298543,147.6189809,150.0293624,152.4614132,154.9154262,157.3916811,159.8806867,162.3735109,164.8702168,167.3706276,169.8739977,172.3654409,174.8314,177.2716566,179.6858023,182.073373,184.4292216,186.7487402,189.0322547,191.2800151,193.4920467,195.6585753,197.7707869,199.8295064,201.8357594,203.7923625,205.7165399,207.621598,209.5057256,211.3673671,213.2049748,215.0126754,216.7849715,218.5204784,220.2176674
23,outflow,appartments,rural,steel,235.5480565,236.2834324,236.8830102,237.3398399,237.6562514,237.8341961,237.8756457,237.7904894,237.5868143,237.266024,236.8300898,236.2812341,235.6163319,234.8339372,233.9376939,232.9310349,231.8173787,230.602099,229.2903744,227.8858966,226.392466,224.8135483,223.1494374,221.4016325,219.5744691,217.6720117,215.6981986,213.6647545,211.5812276,209.4501435,207.2744225,205.0570296,202.8006015,200.5078429,198.181623,195.8246536,193.4395091,191.0331881,188.6115303,186.1763659,183.729657,181.2733156,178.8120349,176.3496199,173.887227,171.4260928
24,outflow,appartments,rural,steel,3.258772839,3.326403348,3.393766365,3.460807699,3.527463321,3.593661531,3.659328519,3.724320805,3.788511703,3.851852834,3.914292434,3.975776566,4.036164146,4.095324191,4.153208984,4.209767194,4.264947662,4.318720647,4.371059597,4.421923045,4.47127113,4.51907373,4.565266176,4.60977966,4.652580789,4.693637033,4.732916445,4.770470616,4.80634704,4.840517175,4.87295488,4.90363477,4.932505623,4.959520714,4.984661422,5.007910179,5.029253553,5.051119074,5.075757444,5.103110178,5.133170487,5.165947323,5.199403858,5.231656713,5.262770055,5.292766042
25,outflow,appartments,rural,steel,772.2764434,786.629165,801.0052652,815.4340365,829.9141543,844.4454146,859.027829,873.6638872,888.3569639,903.1090641,917.9224468,932.7995022,947.7193608,962.6629856,977.6339462,992.6358464,1007.673143,1022.736641,1037.817881,1052.921945,1068.053916,1083.220422,1098.415746,1113.634169,1128.882211,1144.166255,1159.492597,1174.858549,1190.262494,1205.711621,1221.213117,1236.774422,1252.373453,1267.990102,1283.631966,1299.305676,1315.017085,1330.806407,1346.714799,1362.753214,1378.93303,1395.265541,1411.751615,1428.393024,1445.201173,1462.186942
26,outflow,appartments,rural,steel,53.45078705,54.75685014,56.09453918,57.4683948,58.87839452,60.32463382,61.80726195,63.32370905,64.87134227,66.44988592,68.0590227,69.69842934,71.36690325,73.06322204,74.78691731,76.53750582,78.31450304,80.11824501,81.94903701,83.80643847,85.69002726,87.59938979,89.5380865,91.50962569,93.51397858,95.55120587,97.62140654,99.73051312,101.8844678,104.0841148,106.3304433,108.6245091,110.9702125,113.3715624,115.8302154,118.3479235,120.92649,123.5554751,126.2249338,128.9361106,131.6898826,134.4869097,137.3593209,140.3388532,143.4291126,146.6343048
1,outflow,appartments,rural,brick,113.2643298,114.7527669,116.2011304,117.6041723,118.9566175,120.2536306,121.4904878,122.6697931,123.7952825,124.8649595,125.8766098,126.8280301,127.715107,128.5339306,129.2830769,129.9607066,130.5639898,131.1017155,131.5825969,132.0050927,132.3680657,132.6707996,132.9118728,133.0897731,133.2039583,133.2541214,133.2401184,133.1689861,133.0476592,132.876679,132.6564862,132.3872523,132.0678991,131.6974638,131.2761063,130.8039711,130.2811632,129.7162496,129.1174011,128.4849313,127.8193007,127.1209938,126.387803,125.6177001,124.8111881,123.968698
2,outflow,appartments,rural,brick,166.0887129,170.688615,175.3906094,180.1908046,185.0846701,190.0670172,195.131982,200.2730109,205.4828504,210.7535423,216.0764197,221.4421075,226.8405258,232.2608959,237.6917505,243.1209492,248.5357008,253.9225901,259.2676137,264.5562232,269.7733697,274.9035522,279.9308719,284.8390898,289.6116888,294.231943,298.6829906,302.9479137,307.0098248,310.8519611,314.4577772,317.8110401,320.8959266,323.6971228,326.1999237,328.3903358,330.2551789,331.782189,332.960124,333.7788688,334.2295339,334.304548,333.9977462,333.3044549,332.221571,330.7476293
3,outflow,appartments,rural,brick,266.2705875,270.0744616,273.8018244,277.4444558,280.9991355,284.46239,287.8292365,291.1057267,294.2982758,297.4027127,300.4150028,303.3311134,306.1407431,308.8342266,311.4081353,313.8590946,316.1837273,318.3871655,320.4745059,322.4433077,324.2913158,326.0164672,327.6089244,329.0596305,330.3673201,331.5306794,332.5484113,333.4293511,334.1819421,334.8053973,335.2991948,335.6629343,335.8919962,335.9822742,335.9339237,335.7470363,335.4217678,334.986197,334.4660363,333.8603039,333.1686386,332.3908853,331.5126261,330.5207465,329.4160175,328.1989791
4,outflow,appartments,rural,brick,180.8237314,182.9500545,185.0751066,187.196714,189.3133104,191.4228791,193.5226814,195.6228521,197.7344153,199.8577479,201.9932482,204.1410148,206.2952154,208.4501012,210.6049095,212.7582836,214.9085175,217.0580614,219.2093488,221.3612468,223.5127877,225.6631691,227.8062286,229.9351668,232.0479837,234.1429895,236.2183335,238.2764949,240.3197956,242.3464667,244.3547105,246.3426413,248.3035029,250.23093,252.1231141,253.978072,255.7936978,257.5972001,259.4137887,261.2409571,263.076757,264.9193747,266.7325934,268.4827058,270.1686728,271.7887931
5,outflow,appartments,rural,brick,96.35317321,97.41948501,98.48649665,99.55914723,100.6365311,101.7178299,102.8022172,103.8898442,104.9809335,106.0749162,107.1712185,108.2692327,109.3621915,110.443789,111.5135219,112.5708725,113.6152345,114.6474916,115.668535,116.6779576,117.675361,118.6614738,119.6349419,120.5934344,121.5366318,122.4641572,123.375604,124.2729405,125.1580828,126.0307916,126.8908257,127.737889,128.5694198,129.3830352,130.1784903,130.9554874,131.7136872,132.4560643,133.1852893,133.9008161,134.602162,135.2888575,135.9608398,136.6180294,137.2599881,137.8862814
6,outflow,appartments,rural,brick,203.3245833,207.7927853,212.3652579,217.0187842,221.7490371,226.550786,231.4175853,236.3403916,241.3110969,246.3237756,251.3719678,256.4488018,261.5331356,266.6046324,271.6565442,276.6823771,281.6754783,286.6336895,291.5553286,296.4350092,301.2672355,306.0449562,310.7496323,315.3648143,319.8849637,324.3042081,328.6164312,332.8259355,336.9369261,340.9442656,344.8429632,348.6279961,352.2862735,355.80568,359.1819379,362.4104416,365.486247,368.3473805,373.6623778,392.9040383,412.0960965,376.0838585,377.6354905,379.0431014,380.3018052,381.4083805
7,outflow,appartments,rural,brick,324.4677895,330.7071629,337.0627307,343.5691442,350.2309311,357.043317,364.001458,371.100729,378.3365674,385.7040843,393.1981246,400.8126177,408.5165464,416.2792801,424.0919479,431.945171,439.8289013,447.7311602,455.6432888,463.5614221,471.4818298,479.4001616,487.2859084,495.1099212,502.8678189,510.555354,518.1680014,525.6987595,533.1419836,540.4957919,547.7588628,554.9303888,561.9906003,568.9229824,575.7323884,582.4266881,589.018075,595.7675617,602.9118434,610.4479183,618.3778241,626.7048723,635.1415179,643.4184231,651.5393771,659.5021876
8,outflow,appartments,rural,brick,609.3498925,622.6814775,636.3825624,650.4804497,664.9694124,679.8441911,695.0996835,710.7771309,726.9178002,743.5227339,760.5942444,778.1351007,796.1563165,814.6677847,833.6700044,853.1629635,873.1465032,893.629998,914.6220607,936.1222687,958.1305777,980.6461689,1003.654895,1027.141887,1051.104008,1075.538631,1100.442492,1125.847467,1151.784706,1178.253151,1205.252165,1232.781322,1260.82838,1289.381665,1318.440597,1348.005018,1378.074478,1408.937976,1440.884974,1473.950119,1508.173787,1543.598208,1580.280774,1618.28021,1657.643478,1698.416794
9,outflow,appartments,rural,brick,300.3568706,308.0425027,315.9307625,324.0657438,332.450092,341.0878652,349.9839468,359.138026,368.5500511,378.2254064,388.1699587,398.3901479,408.8974056,419.7039312,430.8188962,442.2523288,454.0150949,466.1148912,478.5604036,491.3648787,504.5424299,518.1081383,532.0873339,546.5069867,561.3876876,576.7515461,592.6221375,609.0295506,626.0060933,643.5819521,661.7891818,680.6617118,700.2274135,720.5168383,741.5702241,763.4296488,786.1391731,809.6321047,833.8443265,858.8131281,884.5741769,911.1630493,938.6874362,967.2558706,996.9149735,1027.713392
10,outflow,appartments,rural,brick,61.54312961,63.33835346,65.14658759,66.98453836,68.85659194,70.76723549,72.71939011,74.71378931,76.75168728,78.83542224,80.96727093,83.1494824,85.37335732,87.63055994,89.92265878,92.25082852,94.61596002,97.01632964,99.45041219,101.9189473,104.4224076,106.9608351,109.527321,112.1153616,114.7245895,117.3542951,120.0034586,122.6710376,125.3562308,128.058158,130.7754775,133.5063036,136.2421616,138.9748148,141.7016649,144.4195598,147.124569,149.7993796,152.4287342,155.0106314,157.5427678,160.0227622,162.4489665,164.8197829,167.1330161,169.3865099
11,outflow,appartments,rural,brick,1924.071393,1939.683234,1954.814571,1969.428577,1983.488703,1996.958619,2009.802311,2021.985152,2033.476953,2044.249208,2054.274431,2063.526296,2071.97963,2079.610193,2086.395138,2092.313158,2097.344553,2101.472384,2104.685488,2106.975219,2108.334648,2108.758657,2108.243995,2106.789372,2104.395432,2101.064753,2096.801863,2091.614112,2085.514036,2078.516746,2070.639208,2061.900183,2052.319999,2041.920068,2030.72329,2018.75409,2006.038323,1992.603605,1978.480401,1963.700645,1948.297298,1932.304234,1915.75638,1898.690264,1881.143105,1863.15247
12,outflow,appartments,rural,brick,192.7097806,194.1743223,195.6344846,197.0895098,198.538326,199.9797859,201.4127542,202.8363489,204.2500567,205.65315,207.0448111,208.424169,209.7899675,211.1403559,212.4737962,213.7888317,215.0840181,216.3581643,217.61051,218.8400502,220.0456792,221.2262411,222.3802801,223.5058755,224.6013749,225.6652299,226.6959402,227.6922735,228.6534343,229.5784664,230.4663608,231.3160811,232.1264391,232.8960237,233.6235722,234.3078858,234.9478006,235.5444522,236.1027885,236.6254742,237.1142907,237.570623,237.9933451,238.3773991,238.7199664,239.0190818
13,outflow,appartments,rural,brick,205.8864488,209.2278591,212.6175541,216.0462343,219.5124529,223.0145014,226.5504563,230.1054302,233.6655037,237.2289008,240.7934419,244.3567396,247.9035621,251.4197202,254.9031832,258.3515736,261.7623692,265.1264648,268.4354711,271.6874025,274.8801064,278.0113737,281.0729727,284.0572536,286.962407,289.7865099,292.5276224,295.1808553,297.7418169,300.2091986,302.5816649,304.8579101,307.0300478,309.0909477,311.0400248,312.8766201,314.600102,316.2154564,317.7272208,319.1346312,320.4371114,321.6341878,322.7191136,323.6858742,324.5347388,325.2659256
14,outflow,appartments,rural,brick,142.0548819,142.7903426,143.4867508,144.1502874,144.7865429,145.3992534,145.9935237,146.5779067,147.1564563,147.7277889,148.2887288,148.8359344,149.3646737,149.8700255,150.3499069,150.8017783,151.222803,151.6107022,151.9630974,152.2770092,152.5495742,152.7923858,153.0162998,153.2206149,153.4060756,153.5729305,153.7212557,153.851322,153.9637018,154.0588906,154.1369654,154.1975131,154.2371721,154.2527226,154.2434501,154.2084646,154.146625,154.0594699,153.9486928,153.8136277,153.6536644,153.4682215,153.2553112,153.0130395,152.7408513,152.4381785
15,outflow,appartments,rural,brick,172.7477106,175.4615207,178.1690951,180.8658162,183.552341,186.2294508,188.8982333,191.5614317,194.2225935,196.8850628,199.552484,202.2287535,204.898388,207.5463166,210.1750103,212.7866728,215.3834822,217.9552136,220.4920725,222.9957436,225.4678741,227.9100191,230.307528,232.6463205,234.9275675,237.1526746,239.3230774,241.4327704,243.4766127,245.4567626,247.3748979,249.2322169,251.0163782,252.7159465,254.3320672,255.8656657,257.3174788,258.7352038,260.1633182,261.6018587,263.0518577,264.5146427,265.9370149,267.269905,268.5161438,269.6774218
16,outflow,appartments,rural,brick,350.3083474,351.7823879,353.2619662,354.7348367,356.1990472,357.6542696,359.1016132,360.5397216,361.9650462,363.3755749,364.7699627,366.1468897,367.4941795,368.8001525,370.0630403,371.2808595,372.4516598,373.5717653,374.6382141,375.6503815,376.6076956,377.5094575,378.339384,379.0819584,379.7365622,380.3027475,380.7799212,381.1673835,381.4647425,381.6719373,381.7888897,381.8154844,381.7416571,381.5582851,381.265858,380.8648184,380.35551,379.7540452,379.0754123,378.3195313,377.4867183,376.5774416,375.5928186,374.5338193,373.4007613,372.1940067
17,outflow,appartments,rural,brick,338.2521226,346.2411853,354.5104712,363.0319929,371.7812296,380.7328448,389.8641887,399.1605536,408.6100217,418.1979659,427.90962,437.7300338,447.6333991,457.5949531,467.6015635,477.6416187,487.7039047,497.7688649,507.8193726,517.8483066,527.8486957,537.8108819,547.7027615,557.4965312,567.1866044,576.767396,586.2327987,595.5789894,604.8029847,613.9004078,622.8672954,631.700039,640.3748451,648.8694299,657.1813531,665.3095104,673.2524913,681.1502198,689.1331991,697.1976632,705.3428422,713.5688566,721.7361108,729.7142482,737.5047242,745.106208
18,outflow,appartments,rural,brick,1764.170484,1806.567526,1849.939703,1894.42202,1940.104493,1987.081444,2035.460229,2085.21643,2136.321236,2188.868661,2242.954139,2298.675157,2355.874529,2414.397561,2474.318301,2535.707129,2598.633112,2663.069642,2728.992628,2796.465015,2865.549755,2936.319391,3008.684206,3082.548826,3157.964135,3234.979017,3313.641253,3393.800774,3475.315211,3558.22218,3642.55306,3728.335036,3815.353899,3903.404731,3992.500475,4082.646319,4173.841751,4266.032053,4359.159225,4453.204656,4548.143611,4643.945065,4740.340574,4837.071019,4934.089046,5031.335967
19,outflow,appartments,rural,brick,163.4363217,165.1432975,166.8354545,168.5072853,170.1556798,171.7773107,173.3683551,174.9262978,176.4490656,177.9333847,179.3759282,180.7733541,182.1130514,183.3835777,184.5829078,185.7090054,186.7598205,187.7350789,188.6348015,189.4577577,190.2028212,190.8687231,191.4478127,191.933441,192.3254072,192.6234829,192.8275049,192.9409493,192.9672744,192.9068054,192.7600202,192.527501,192.2056619,191.7915134,191.2863835,190.6916016,190.0084858,189.2483895,188.4218609,187.5298684,186.5736431,185.5545352,184.4696879,183.3167807,182.0977625,180.8145286
20,outflow,appartments,rural,brick,8815.57749,9183.178394,9546.195496,9901.433011,10246.78317,10580.56541,10901.4824,11208.93102,11502.55742,11781.851,12046.477,12296.22929,12530.48475,12748.69123,12950.86102,13137.0473,13307.33995,13462.11463,13601.78374,13726.5425,13836.61388,13932.24463,14013.32859,14079.78721,14131.943,14170.13874,14194.73628,14206.40379,14205.82995,14193.43223,14169.63818,14134.88361,14089.33462,14033.1659,13966.83603,13890.80517,13805.53511,13711.53054,13609.29872,13499.3075,13382.02228,13257.90352,13127.45844,12991.18779,12849.53126,12702.91927
21,outflow,appartments,rural,brick,922.4680998,941.4692366,960.8393861,980.6187904,1000.822855,1021.466038,1042.557726,1064.036122,1085.83689,1107.953164,1130.376572,1153.095918,1176.007622,1199.010993,1222.092746,1245.242201,1268.447836,1291.635509,1314.735992,1337.739037,1360.629533,1383.396095,1405.969276,1428.279935,1450.317719,1472.072495,1493.533964,1514.673895,1535.467752,1555.910583,1575.996696,1595.719331,1615.012692,1633.815996,1652.124811,1669.933959,1687.239299,1704.150412,1720.766649,1737.078645,1753.079271,1768.762004,1783.935998,1798.423687,1812.222633,1825.326908
22,outflow,appartments,rural,brick,467.0404369,474.3210983,481.7303431,489.2944629,497.0324407,504.961223,513.0936163,521.4094499,529.8898213,538.5430668,547.3763988,556.3962168,565.5493004,574.7838143,584.1013466,593.5030193,602.9899038,612.5256381,622.0760023,631.6412375,641.2206667,650.8114331,660.3565065,669.8039463,679.152916,688.4018514,697.5489741,706.574565,715.4609705,724.2094393,732.8209287,741.2955362,749.5958155,757.6879981,765.5752454,773.2614857,780.7575105,788.1293074,795.4278558,802.6462165,809.7784298,816.8185662,823.744124,830.5340425,837.1830161,843.6851884
23,outflow,appartments,rural,brick,902.4180883,905.235418,907.5324858,909.2826651,910.4948825,911.176614,911.3354135,911.0091674,910.2288592,908.9998659,907.3297402,905.226996,902.679661,899.6821957,896.2485602,892.3919063,888.1253314,883.469422,878.4440186,873.0632644,867.3417196,861.2926614,854.917216,848.221127,841.2210041,833.9324194,826.3704608,818.5800474,810.5977596,802.4332738,794.0977772,785.6026296,776.9579332,768.1740489,759.2619697,750.2320851,741.0942573,731.8752995,722.5975842,713.2681232,703.8944335,694.4838404,685.0543243,675.6204623,666.1866852,656.7577302
24,outflow,appartments,rural,brick,24.60073404,25.1112821,25.61981085,26.12591119,26.62909975,27.12883528,27.62456057,28.11519247,28.59977464,29.07794186,29.54930334,30.01345192,30.46932254,30.9159264,31.35290328,31.77986568,32.1964274,32.60236392,32.99747479,33.38144699,33.75397959,34.1148452,34.46355563,34.79959144,35.12270055,35.43263738,35.72916078,36.01266019,36.28349415,36.5414472,36.786322,37.01792692,37.23587527,37.43981434,37.62960353,37.80511023,37.96623306,38.1312976,38.31729461,38.52378257,38.75071021,38.99814514,39.25071117,39.49419052,39.72906761,39.95550969
25,outflow,appartments,rural,brick,2958.700836,3013.688153,3068.765036,3124.04371,3179.5191,3235.190424,3291.057726,3347.130546,3403.421811,3459.939204,3516.691379,3573.687493,3630.847592,3688.098743,3745.454621,3802.929033,3860.539056,3918.249457,3976.02783,4033.893645,4091.866378,4149.971421,4208.186864,4266.490809,4324.908223,4383.463569,4442.180964,4501.050111,4560.064814,4619.252614,4678.64105,4738.258622,4798.020727,4857.850329,4917.776533,4977.824743,5038.017384,5098.508523,5159.455835,5220.901283,5282.888457,5345.460629,5408.621121,5472.376725,5536.771135,5601.84603
26,outflow,appartments,rural,brick,204.7775634,209.7812767,214.9061536,220.1695898,225.5714991,231.1122475,236.7924066,242.602131,248.5313339,254.578959,260.7437907,267.0245906,273.4167514,279.9155898,286.5193114,293.2260648,300.0339938,306.9443857,313.9584101,321.0743791,328.2906755,335.6057148,343.0331375,350.5863844,358.2653452,366.0702526,374.0014856,382.0817728,390.3338791,398.7610396,407.3670434,416.1559358,425.1426588,434.3425718,443.7620207,453.4077185,463.2865734,473.3585889,483.5856648,493.9725684,504.5226604,515.2384688,526.2430846,537.658096,549.4973191,561.7768661
1,outflow,appartments,rural,concrete,302.4187973,306.3929642,310.2601334,314.0062929,317.6173578,321.0804176,324.3828595,327.5316363,330.5367232,333.3927894,336.0939229,338.6342407,341.0027597,343.1890406,345.1892815,346.9985709,348.6093532,350.0450951,351.3290614,352.4571366,353.4262841,354.2345918,354.8782637,355.3532622,355.6581399,355.7920766,355.7546882,355.564763,355.240817,354.7842953,354.1963746,353.477513,352.6248314,351.6357591,350.5107232,349.2501096,347.8541984,346.3458641,344.7469225,343.0582112,341.2809597,339.4164616,337.4588224,335.4026272,333.2492183,330.9997473
2,outflow,appartments,rural,concrete,25.68809074,26.39953404,27.12676744,27.86918906,28.62609817,29.39669228,30.18006446,30.97520106,31.78098027,32.59617119,33.41943339,34.24931684,35.08426255,35.92260345,36.76256591,37.60227227,38.43974418,39.27290676,40.09959419,40.91755635,41.72446567,42.51792473,43.29547453,44.05460346,44.79275691,45.50734796,46.19576871,46.85540252,47.48363751,48.07788107,48.63557418,49.15420617,49.63132977,50.06457644,50.45167185,50.79045166,51.0788774,51.31505224,51.49723741,51.62386848,51.69357054,51.70517258,51.65772112,51.55049331,51.38300919,51.15504218
3,outflow,appartments,rural,concrete,710.9496072,721.106053,731.0582117,740.7841352,750.2752254,759.5222076,768.5117781,777.2600946,785.7842863,794.0732162,802.1161116,809.902205,817.4039915,824.5956648,831.46807,838.0121969,844.2190287,850.1022678,855.6755226,860.9322763,865.8665072,870.4727078,874.7246112,878.5980353,882.0896017,885.1958022,887.9131736,890.2653065,892.2747446,893.9393869,895.2578393,896.2290336,896.8406349,897.0816798,896.9525826,896.4535883,895.5851127,894.4221269,893.0332839,891.4159621,889.5691971,887.4925751,885.1475993,882.4992544,879.5495982,876.300073
